t,y_aprox,y_exact,error
1.0,1.0,1.0,0.0
1.1,1.0,1.0042817279362024,0.004281727936202406
1.2000000000000002,1.0082644628099173,1.0149523140337415,0.006687851223824204
1.3000000000000003,1.0216894717270375,1.0298136889579848,0.00812421723094725
1.4000000000000004,1.038514734248178,1.0475339192525197,0.009019185004341734
1.5000000000000004,1.0576681921408762,1.067262354181873,0.009594162040996945
1.6000000000000005,1.0784610936317547,1.088432686945791,0.009971593314036298
1.7000000000000006,1.100432164699466,1.1106550521462644,0.010222887446798445
1.8000000000000007,1.1232620515812632,1.1336535567333055,0.010391505152042235
1.9000000000000008,1.1467235965295264,1.1572284330546696,0.010504836525143224
2.000000000000001,1.1706515695646647,1.1812322182992827,0.010580648734618059
